id,news_url,title,tweet_ids,full_text
politifact11399,https://www.youtube.com/watch?v=DZeKdfxI_RA,"""One Hundred Percent"" by Club for Growth Action",1.05567E+18,She’s a lil double layer burrito . . . She one hundred percent cannot stay awake for more than 10 seconds at a time https://t.co/M8hmOi5SSe
politifact285,"http://www.time.com/time/magazine/article/0,9171,810925,00.html",AUTOS: The Dinosaur Hunter,9.5092E+17,
politifact200,http://www.cdc.gov/nchs/data/hestat/prelimbirths05_tables.pdf#1,Resource Not Available,1.00699E+18,"OUTBREAK OF HEPATITIS A VIRUS
The Centers for Disease Control and Prevention (CDC) issued a health advisory on June 11th about hepatitis A outbreaks in multiple states among individuals reporting drug use and/or homelessness. 
More information can be found below:"
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.00568E+18,"@btsportufc Great fight. Romero did more damage in his two rounds, but it's a 5 round fight, not a 2 rounder. So, Whittaker's technique won him the fight. But wow, to survive all of that, and fight with one hand for four rounds. Jeez. Also props to Romero, dude got crazy power."
politifact239,http://www.ed.gov/about/overview/budget/history/index.html,U.S. Department of Education Budget History,1.04244E+18,City Vision University is a finalist in the US Department of Education's "Reimagining the Higher Education Ecosystem" competition. Please create an account and vote for us at: https://t.co/6wE5FCgZU8
politifact11294,http://beta.criticalmention.com/app/#clip/view?16261823/token/01fcf225-63fd-4230-87ff-f018e928e80f,Critical Mention,1.01927E+18,"@BarbAdamski if there were still full-time labour reporters, we might get a good sense of the state of the construction industry today, union vs. non-union, and how it got there, and the implications of the change, beyond the headlines"
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.01551E+18,"One year of Mom. The film was released on 7 July 2017, in four languages, and received positive reviews from film critics. It was successful commercially as well...
Sridevi Ka Aakhri Nazarana - #Mom https://t.co/kYMbIXu7BP"
politifact8005,http://www.cq.com/doc/newsmakertranscripts-4310502,interview on Fox News,1.02255E+18,I added a video to a @YouTube playlist https://t.co/bZ1nfyVvJa Fox 10 News interview with Michelle Cirocco on
politifact677,http://www.foxnews.com/fns/,Fox News Sunday,1.02274E+18,
politifact6267,http://www.youtube.com/watch?v=Ud3mMj0AZZk,Obama for America TV Ad: "Firms",9.08371E+17,EXCLUSIVE: Obama’s Top Campaign Ad Firm Got Nearly $60M In Federal Contracts https://t.co/7DeElnslb1 via @dailycaller
politifact7668,http://www.whitehouse.gov/the-press-office/2013/04/17/statement-president,Statement by the President,6.56865E+17,Vice President Joe Biden to make statement from the Rose Garden -- potential bid for the Oval Office?? @ABCNews4
politifact1053,https://web.archive.org/web/20050507232712/http://www.ssa.gov:80/OACT/babynames/namesbystate.html,Popular baby names,7.58793E+17,
politifact13900,https://twitter.com/RepMaloney/status/842422482518867969,Carolyn B. Maloney on Twitter: "Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:,1.06061E+18,
politifact5410,http://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_01.pdf,Centers for Disease Control and Prevention,1.0732E+18,"“Overall, more than 63,000 Americans died of drug overdoses in 2016, according to the new report, which was prepared by the U.S. Centers for Disease Control and Prevention. This is an average of 174 deaths per day.” https://t.co/Vdb8uDUYrc"
politifact215,,Giuliani in New Hampshire,1.01389E+17,Giuliani New Hampshire push - The AP suggests Rudy Giuliani is further along in the decision-making process about 20... http://ow.ly/1ebz14
politifact7888,http://abcnews.go.com/Politics/week-transcript-sen-dianne-feinstein-rep-mike-rogers/story?id=19343314#.Ubjcd5z3Nu4,'This Week' Transcript: Sen. Dianne Feinstein and Rep. Mike Rogers,8.05767E+17,Mike Pence Full Interview On This Week With George Stephanopoulos https://t.co/bBilAhha4V
politifact303,,Meet Barack Obama,1.04933E+18,I have a dream of meeting two people in the world i hope they hear my voice and give me a chance to meet them @BarackObama @BillClinton @ChelseaClinton  please help me meet them @JoeBiden @MichelleObama
politifact4306,http://www.nytimes.com/2011/08/15/opinion/stop-coddling-the-super-rich.html,Stop Coddling the Super-Rich,1.12196E+17,Stop Coddling the Super-Rich - Warren Buffett on amazing form http://t.co/gRi0XQ2
politifact7540,http://www.youtube.com/watch?v=VkRw4EOwY2g&list=PLmqnjF1D2hhaZ0r5hw-0beF9R7oaB9lOt&index=51,CPAC 2013 - Former Governor Sarah Palin (R-AK),3.19964E+17,Sarah Palin's CPAC 2013 speech: http://t.co/TWIfRBwWOa via @youtube
politifact11399,https://www.youtube.com/watch?v=DZeKdfxI_RA,"""One Hundred Percent"" by Club for Growth Action",1.02453E+18,"UK Home Office Rejects Syrian Christians, Refugee Intake 100 Percent Muslim: Of all the refugees accepted into the United Kingdom by the Home Office in recent times, none -- read: none -- were Christian. One hundred percent of them…"
politifact959,http://www.msnbc.msn.com/id/29705720/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.07402E+18,
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.01817E+18,@SethAbramson I think money and power should be separate - making it four - however Tony Robbins who knows him (and who I think is another con man) said in an interview before the election that trump is motivated just by one thing - being significant https://t.co/vh68P0ubDG
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.01217E+18,
politifact13469,http://www.cnn.com/TRANSCRIPTS/1611/13/sotu.01.html,Transcripts,1.0608E+18,@_ReaalAmerican_ @VanJones68 @CNN He lost me when 45 gave his first State of the Union and he said 45 was presidential. He actually lost a lot of us.
politifact954,https://web.archive.org/web/20050322064340/http://www6.lexisnexis.com:80/publisher/EndUser?Action=UserDisplayFullDocument,LexisNexis(R) Publisher,1.00412E+18,
politifact8005,http://www.cq.com/doc/newsmakertranscripts-4310502,interview on Fox News,1.02087E+18,"NOKIA 8 FULL FEATURES,HARDWARE,  SPECIFICATION, CONNECTIVITY,CAMERA,BIG DISPLAY https://t.co/9KpqyMk8mh via @balbirsingh1008@gmail.com"
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.02129E+18,
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.01459E+18,"Let's say that if there is meyve, türkü live open air music and one Bomonti (or four) in your hand you barely care about the long silences of Ms. Inexistent. #Dersimaşığı https://t.co/j1qFAFS5Ra"
politifact13469,http://www.cnn.com/TRANSCRIPTS/1611/13/sotu.01.html,Transcripts,1.06956E+18,"In a State of the Union message, U.S. President Theodore Roosevelt asks Congress to curb the power of trusts ""within reasonable limits"".
1901"
politifact10877,http://www.cbsnews.com/news/isis-ramadi-iraq-air-campaign-us-ground-troops/,Should ISIS' gains lead to more U.S. troops in Iraq?,21744967247,Bob Schieffer will interview me on CBS Sunday Face The Nation @ 10AM EST / 9AM CST / 8AM MST etc: http://bit.ly/abpHH
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.02036E+18,
politifact348,http://www.pollingreport.com/C2.htm#Hillary,Political Figures: C (2),1.05231E+18,Oops! Hillary Clinton Swoops In to Save Sen. Menendez's Campaign -- CRASHES INTO GARAGE PILLAR! (Video) https://t.co/niSHCSMYAh via @gatewaypundit
politifact979,http://www.globalsecurity.org/military/library/news/2009/03/mil-090327-whitehouse01.htm,Remarks by the President on a New Strategy for Afghanistan and Pakistan,1402446976,
politifact12751,https://www.census.gov/foreign-trade/statistics/historical/goods.pdf,US Trade in Goods,1.06716E+18,"Mexico is the third-largest American goods trading partner with $557.6 billion in two-way trade during 2017, according to the Office of the U.S. Trade Representative. Trade in services accounted for another $58 billion. Trump's Trade policy is really helping small business https://t.co/orzEIsmRcN"
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.02109E+18,"As I wrote a few weeks ago, this is slightly more than a headache (and they didn’t just “slip through”). https://t.co/8ycshOirJQ https://t.co/k7OZYI6ttt"
politifact512,http://www.nytimes.com/2008/06/03/us/politics/03text-obama.html?_r=1&oref=slogin,Barack Obama’s Remarks in St. Paul,1.03813E+18,"”And as a fellow citizen — not as an ex-president, but as a fellow citizen — I’m here to deliver a simple message, and that is that you need to vote because our democracy depends on it. “

Read the full transcript of Obama’s fiery anti-Trump speech — Vox https://t.co/WHQxUt7nzw"
politifact1216,https://web.archive.org/web/20091003005639/http://barackobamaexperiment.com:80/posts/1575,“Dictionary” on President Obama’s Health Care Taxes,1.05166E+18,
politifact5410,http://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_01.pdf,Centers for Disease Control and Prevention,1.06746E+18,"The Centers for Disease Control and Prevention has traced an ongoing E. coli outbreak to the Central Coastal region of California. If you're sure your lettuce was grown elsewhere, you can eat it. https://t.co/EXvhcwbyzl"
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.06249E+18,
politifact7618,http://edition.cnn.com/TRANSCRIPTS/1304/02/cg.01.html,Transcripts,1.04809E+18,
politifact671,https://web.archive.org/web/20080828144739/http://www.demconvention.com/joe-biden/,Democratic National Convention,1.01962E+18,"@robreiner Why is he still in office?  He sold America to the highest bidder, his  services are no longer needed"
politifact772,"https://web.archive.org/web/20081006202026/http://abcnews.go.com:80/Politics/Decision2008/story?id=3498294,",ABC News: ABC News,1.0381E+18,@Liberty4Rox @dbongino Agree!!! I hear he is planning a 2020 Presidential run. The democratic debates will be something to watch!
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.02125E+18,@jvc5151 @MsMariaT Not sure but #FaceTheNation  just went from must watch to delete status on my DVR.
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.02439E+18,
politifact1213,http://www.colbertnation.com/the-colbert-report-videos/250350/september-23-2009/capitalism-s-enemy---michael-moore,The Colbert Report,7.2796E+17,
politifact671,https://web.archive.org/web/20080828144739/http://www.demconvention.com/joe-biden/,Democratic National Convention,1.02194E+18,Truth is many Veterans refused to go hear his speech. Had to move @realDonaldTrump to auditorium because the convention center would look empty. Fact was there were many empty seats in the auditorium as well. #VeteransAgainstTrump https://t.co/Meiy7KeVIl
politifact620,http://www.youtube.com/watch?v=xcfkmklTgDs,Obama campaign radio ad,2.12909E+17,WHAT HAS HE DONE IN THE LAST 3.5 YRS.?__Desperate Obama Campaign Runs Radio Ad Targeting Black Voters - Rush Limbaugh http://t.co/4Cn5KMq8
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.02429E+18,
politifact11191,http://video.foxnews.com/v/4406890723001/watch-a-replay-of-fox-news-5-pm-presidential-debate/?#sp=show-clips,Watch a replay of Fox News' 5 p.m. presidential debate,7.8057E+17,"Live: Trump, Hillary Face Off In First US Presidential Debate: Democrat Hillary Clinton and Republican Donald... https://t.co/yUPlBtplMG"
politifact356,https://web.archive.org/web/20070105024255/http://www.focusonthefamily.com:80/press/focusvoices/A000000025.cfm,Dr. James Dobson,1.00255E+18,Security Engineered Machinery founder and Chairman of the Board Leonard Rosen has been honored with Life Member status from ASIS for being a continuous member for 50 years. Read more: https://t.co/jp39iG8XPa https://t.co/mOg0UoTyn8
politifact671,https://web.archive.org/web/20080828144739/http://www.demconvention.com/joe-biden/,Democratic National Convention,1.06327E+18,"Went to Boston with my oldest on a field trip. His #autism group went to the Speech and Language convention where they got to share their thoughts and experiences with teachers, doctors,… https://t.co/LvmS8F9Vrv"
politifact7390,https://web.archive.org/web/20130209000637/http://www.whitehouse.gov/state-of-the-union-2013,State of the Union 2013,1.05739E+18,@DlSTORTED State of The Union address
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.00604E+18,@Smilinsteve @FaceTheNation @mollyesque @TIME @SalenaZito @nypost @dcexaminer @eosnos @NewYorker @seungminkim @washingtonpost Molly Ball did a disservice to our nation saying none of the Mueller indictments connect with Russia. See the Papadoupolis plea. @mollyesque
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.01804E+18,"@IndiaToday Thanks to Modi, his one achievement in four years."
politifact200,http://www.cdc.gov/nchs/data/hestat/prelimbirths05_tables.pdf#1,Resource Not Available,1.07295E+18,The Centers for Disease Control and Prevention (CDC) have named fentanyl as America's deadliest drug. https://t.co/ITvoYzMPCO
politifact1612,,Patient Protection and Affordable Care Act,1.0463E+18,
politifact11399,https://www.youtube.com/watch?v=DZeKdfxI_RA,"""One Hundred Percent"" by Club for Growth Action",1.01197E+18,@DeadByBHVR This isn't a hundred percent of the developers fault. Sony is usually slow is absolute hell at this kind of thing. However given that we will receive microtransactions Sony and Microsoft would have certified all of this day one.
politifact13469,http://www.cnn.com/TRANSCRIPTS/1611/13/sotu.01.html,Transcripts,1.06445E+18,I added a video to a @YouTube playlist https://t.co/LvTb2XRUZU President Trump "The American Destiny" State Of The Union 2018
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.01347E+18,
politifact5410,http://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_01.pdf,Centers for Disease Control and Prevention,1.05122E+18,"@KeeferALJ @AltUSPressSec @AltNatSecAgency @ALT_uscis @ALT_DOJ @AltHomelandSec A lot of money from other agencies went to ICE, including from the Centers for Disease Control and Prevention. Many Puerto Ricans died from diseases contracted from contaminated water."
politifact8005,http://www.cq.com/doc/newsmakertranscripts-4310502,interview on Fox News,1.06676E+18,@No_Fun_Police @jmrodger47 @FOX10Phoenix It's from a Fox news interview what's Jerry Brown. It never made the air someone posted it on YouTube. I'll see if I can find it for you.
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.00546E+18,"me when I hear the same four songs being overplayed on the radio: you know there are more than four songs in the world, right
me when I only hear Delicate on the radio fives times in one day: come on why was this song only played fives times, my anthem deserves better"
politifact1053,https://web.archive.org/web/20050507232712/http://www.ssa.gov:80/OACT/babynames/namesbystate.html,Popular baby names,1.0569E+18,"Readers can see how many babies in the state share their name, and how the most popular names have changed over time.  https://t.co/D9ULlW9QTq"
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.01848E+18,
politifact1213,http://www.colbertnation.com/the-colbert-report-videos/250350/september-23-2009/capitalism-s-enemy---michael-moore,The Colbert Report,1.02092E+18,
politifact4433,http://www.fedupthebook.com/,"Fed Up! Our Fight to Save America from Washington, by Rick Perry",5.24736E+17,"Fed Up! Our Fight to Save America from Washington, by Rick Perry | Fed Up! http://t.co/yAJn8aGoxn"
politifact239,http://www.ed.gov/about/overview/budget/history/index.html,U.S. Department of Education Budget History,1.07259E+18,"So grateful for this new opportunity that God has given to me, although change is scary. Department of Education it’s been a good 9 years, but thank you, NEXT! @ U.S. Department of… https://t.co/ttb8g0pGte"
politifact937,https://web.archive.org/web/20080623122709/http://www.sciam.com/article.cfm?id=a-solar-grand-plan,A Solar Grand Plan: Scientific American,9.67069E+17,"Everything is pointing to a grand solar minimum and the inherent famine. Hungry people do desperate things, it's going to be mayhem. All governments know this is coming and have a coordinated plan.' https://t.co/NAM5eKxmUR"
politifact7618,http://edition.cnn.com/TRANSCRIPTS/1304/02/cg.01.html,Transcripts,1.02513E+18,"CNN The Lead With Jake Tapper [Aug 02, 2018] - CNN President Trump Latest News Today 08\02\18 https://t.co/mcee62phaC"
politifact954,https://web.archive.org/web/20050322064340/http://www6.lexisnexis.com:80/publisher/EndUser?Action=UserDisplayFullDocument,LexisNexis(R) Publisher,1.01143E+18,
politifact368,http://www.cnn.com/2008/POLITICS/02/21/debate.transcript/,The CNN Democratic presidential debate in Texas,7.0671E+17,"Retweeted The New York Times (@nytimes):

Transcript of the Democratic presidential debate between Hillary... https://t.co/zEj8AvdnrX"
politifact2758,https://web.archive.org/web/20101103082821/http://gopleader.gov/News/DocumentSingle.aspx?DocumentID=213442,"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",6.88603E+17,I liked a @YouTube video https://t.co/2hwltg46jO Weekly Republican Address 4/27/13: Rep. Bill Shuster (R-PA)
politifact11294,http://beta.criticalmention.com/app/#clip/view?16261823/token/01fcf225-63fd-4230-87ff-f018e928e80f,Critical Mention,1.06055E+18,Ruth Ginsberg said on CNN video interview that she was drinking too much wine and kinda passed out during Pres. Trump's last state of the union.
politifact8130,http://teddeutch.house.gov/news/documentsingle.aspx?DocumentID=344947,Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace,1.65609E+17,HPV Vaccine Victim???s Advocacy Group Sends Open Letter to HHS Secretary Kathleen Sebelius - http://t.co/NVw41MK8
politifact13469,http://www.cnn.com/TRANSCRIPTS/1611/13/sotu.01.html,Transcripts,1.01526E+18,@maggieNYT I’m waiting for a state of the union address..you know..to all the citizens of America. With a speech and telling how he loves America..all that he has done for us all. https://t.co/KEnlOS93hj
politifact279,http://youtube.com/watch?v=pesbcAei6p8,TPMtv Extra: South Carolina Ronald Reagan Debate,1.05222E+18,"Let’s wrap up the category of philosophical and scientific concerns with one final topic - the debate over evolution versus creation.
Airing this week!! https://t.co/hD4beILvcl"
politifact348,http://www.pollingreport.com/C2.htm#Hillary,Political Figures: C (2),1.01816E+18,"The craziest thing about the Hillary/Bernie angle, is that it's STILL HAPPENING TODAY&gt;&gt;  ""WikiLeaks thought Clinton had only a 25% chance of losing to Trump, but evidently thought “conflict between [Vermont Sen.] bernie [Sanders] and hillary” could help."" https://t.co/Hr09wuYiem"
politifact12751,https://www.census.gov/foreign-trade/statistics/historical/goods.pdf,US Trade in Goods,1.0169E+18,"When Donald talks about trade deficit, he refers to numbers for trade in physical goods. He fails to take into account trade in services-movies, software, tourism. This omission serves the president because it suggests that the US is at a disadvantage https://t.co/mbzzgcz4GQ"
politifact512,http://www.nytimes.com/2008/06/03/us/politics/03text-obama.html?_r=1&oref=slogin,Barack Obama’s Remarks in St. Paul,1.03846E+18,
politifact12486,http://www.cq.com/doc/newsmakertranscripts-4901417?5,foreign policy speech,1.05183E+18,"@JosetteD7 @VMaledew On holiday in Scotland met some democrats from south Carolina very interesting to chat with them nice people, but didn't like trump, as a brit with conservative leanings I like trump certainly his foreign policy is way better than Obama, and his back of the que speech upset us"
politifact8085,http://www.realclearpolitics.com/video/2013/07/27/cnns_don_lemon_bill_oreillys_criticism_of_black_community_doesnt_go_far_enough.html,CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community "Doesn't Go Far Enough",1.05619E+18,
politifact12104,https://medium.com/@RepJoePitts/one-in-four-6665a7ddffd#.owx09xl56,One in Four – Congressman Joe Pitts – Medium,1.01811E+18,Christensen in a back four will be interesting to see not a dominant CB will need someone alongside him two be the dominate one and Christensen then can be the ball playing CB sarri likes
politifact12556,https://web.archive.org/web/20160709050756/https://www.donaldjtrump.com/press-releases/donald-j.-trump-on-the-stakes-of-the-election,Donald J. Trump on the Stakes of the Election,7.45811E+17,
politifact7669,http://www.whitehouse.gov/the-press-office/2013/04/17/statement-president,Statement by the President,1.06883E+18,Statement by the President: https://t.co/e1eHle3Hp2
politifact279,http://youtube.com/watch?v=pesbcAei6p8,TPMtv Extra: South Carolina Ronald Reagan Debate,1.05578E+18,"Team B wins the debate after convincingly presenting the case that while life in informal settlements is challenging, this doesn’t have material impact on the future prospects of youth. https://t.co/DERJeeAIKH"
politifact513,http://www.nytimes.com/2008/06/03/us/politics/03text-obama.html?_r=1&oref=slogin,Barack Obama’s Remarks in St. Paul,1.03827E+18,Read the full transcript of Obama’s fiery anti-Trump speech https://t.co/uXUGuJ5ljD via @voxdotcom
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.06138E+18,@margbrennan @SenTedCruz @FaceTheNation Ridiculous. Why are the vote counters more likely to be crooked during a recount than during the original count?
politifact348,http://www.pollingreport.com/C2.htm#Hillary,Political Figures: C (2),1.02109E+18,"We may never know the truth as our democracy dies under this man's reign. Once the coup is complete, I expect to be jailed or worse due to my anti trump writings and my position as an educator. https://t.co/aKcua9Ef0f"
politifact649,,Democratic National Convention Committee,9.39005E+17,"vanguardngrnews: PDP Convention: If we allow manipulation PDP will die — Okowa - Governor Ifeanyi Okowa of Delta State is the chairman of the Peoples Democratic Party, PDP National Convention Committee, NCC with the broad task of ensuring that tomorrow’s… https://t.co/kDWUDnfQXb"
politifact11399,https://www.youtube.com/watch?v=DZeKdfxI_RA,"""One Hundred Percent"" by Club for Growth Action",1.06221E+18,@moonstaem I AM ONE HUNDRED ANS TEN PERCENT NOT OKAY B https://t.co/KV1Hqod3DY
politifact200,http://www.cdc.gov/nchs/data/hestat/prelimbirths05_tables.pdf#1,Resource Not Available,1.05301E+18,"@darthmamon @hecksyea “It can also harm humans if it is ingested, touched or inhaled, with the effects including nausea, vomiting and, in *SEVERE* cases, acute liver failure and neurological issues, according to the Centers for Disease Control and Prevention.”

https://t.co/LbDFiPoxzl"
politifact683,http://www.cbsnews.com/htdocs/pdf/FTN_083108.pdf,Interview with Rudy Giuliani,1.01927E+18,MGM Resorts Sues Victims to Avoid Liability in Las Vegas Mass Shooting | https://t.co/RJprms6Tfl https://t.co/NOpYuUCoWh   Not a good move...
politifact370,http://tonto.eia.doe.gov/dnav/pet/pet_move_wkly_dc_NUS-Z00_mbblpd_w.htm,U.S. Imports & Exports,1.06622E+18,
politifact13900,https://twitter.com/RepMaloney/status/842422482518867969,Carolyn B. Maloney on Twitter: "Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:,1.00497E+18,Saw a video of Gora yelling “Go back to Hindu you Paaki" to a Punjabi from India. How can you possibly form such a wrong statement??
politifact303,,Meet Barack Obama,1.01932E+18,"She booted him out after 20 minutes.
@BarackObama  and 5 other potus’ stayed over, had elaborate dinners, dancing.
He got the equivalent of a celebrity meet and greet.
#SAD
@realDonaldTrump https://t.co/TuWmR2kml4"
politifact8005,http://www.cq.com/doc/newsmakertranscripts-4310502,interview on Fox News,1.06088E+18,
politifact677,http://www.foxnews.com/fns/,Fox News Sunday,1.06695E+18,"IMO, sadly theres less and less reason to watch @FOXNews.  Just turned off FOX NEWS Sunday with Chris Wallace.  Lately, all I watch is @seanhannity , @TuckerCarlson , and @JudgeJeanine on FOX AND @LouDobbs on @FoxBusiness .  Thanks to Sean, Tucker, Judge Jeanine and Lou ."
politifact10371,http://us3.campaign-archive1.com/?u=468d5dc43334640650b81443f&id=711f7c7ca0&e=6d7cef570b,Rep. Michael McCaul (R-TX) Appears on Face the Nation,1.05666E+18,@CBSNews @FaceTheNation What ARE the bipartisan achievements?
politifact671,https://web.archive.org/web/20080828144739/http://www.demconvention.com/joe-biden/,Democratic National Convention,1.02119E+18,The office kitchen at @thesecretlab has received its dedication plaque https://t.co/4NK6BWOAaP
politifact303,,Meet Barack Obama,1.05108E+18,@BirdieWings80 @taz1981m @DailyCaller @MSNBC @CNN @realDonaldTrump @BarackObama @HillaryClinton That took the time to meet with J-Z and his other half.
politifact8537,http://web.archive.org/web/20060228220724/http:/energycommerce.house.gov/108/News/02152006_1778.htm,The Committee on Energy and Commerce,4.27716E+16,"Pharmacy Governors Seek Help on Medicaid Costs: In testimony before the House Energy and Commerce Committee, th... http://nyti.ms/escguQ"
politifact12411,https://iqmediacorp.com/ClipPlayer/?ClipID=76bcc57c-2250-4061-8cd2-b2996a9541c2,iQ media Clip Player,1.00951E+18,"CNN Newsroom With Brooke Baldwin Wednesday, June 20th CNN Live News: https://t.co/W4wz5A9fRd via @YouTube"
politifact15319,http://docquery.fec.gov/pdf/613/201804159108155613/201804159108155613.pdf#navpanes=0,Federal Election Commission filing,7.45097E+17,"""Ivanka, call the Federal Election Commission. Tell 'em we're filing chapter 11. Also, getcha self somethin' nice."" https://t.co/T6uvuoIPKW"
politifact10348,http://www.eia.gov/cfapps/ipdbproject/IEDIndex3.cfm?tid=50&pid=53&aid=1,International Energy Statistics,9.08366E+17,Mostly fossil fuels...World energy use to rise 28% by 2040 – US Energy Information Administration https://t.co/KukKp7RkOn https://t.co/reUAM8niE6
politifact303,,Meet Barack Obama,1.05947E+18,
politifact11770,https://berniesanders.com/press-release/sanders-supports-gun-safety-bill/,Sanders Supports Gun Safety Bill,9.8954E+17,Bernie Sanders reportedly considering 2020 presidential campaign https://t.co/VQKnKb8hAz
politifact7669,http://www.whitehouse.gov/the-press-office/2013/04/17/statement-president,Statement by the President,1.01354E+18,"President Muhammadu Buhari has expressed sympathy with victims of a gas explosion in Kaduna.

The President’s message is contained in a statement by his Senior Special Assistant on Media and Publicity, Malam Garba Shehu, in Abuja on Sunday. https://t.co/l1UWLYUJEe https://t.co/dtQsSsNsKz"
politifact14225,http://video.foxnews.com/v/5467929100001/?#sp=show-clips,Ivanka Trump: Father feels 'vindicated' after Comey hearing,1.02114E+18,"@foxandfriends @AndrewCMcCarthy GREAT interview.  He is Right On!  THANKS! for your honest assessment, Mr. McCarthy.  It is what it is."
politifact2758,https://web.archive.org/web/20101103082821/http://gopleader.gov/News/DocumentSingle.aspx?DocumentID=213442,"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",8.1014E+17,ICYMI: U.S. Senator Pat Toomey Delivers Weekly Republican Address https://t.co/bHA27kAUFl
politifact1201,http://www.msnbc.msn.com/id/32935603/ns/meet_the_press/page/3/,"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",1.01976E+18,
politifact772,"https://web.archive.org/web/20081006202026/http://abcnews.go.com:80/Politics/Decision2008/story?id=3498294,",ABC News: ABC News,8.99429E+17,"Selina Meyer won the first democratic presidential debate, according to a WZL poll of debate watchers. https://t.co/Kwo1E16umF"
politifact512,http://www.nytimes.com/2008/06/03/us/politics/03text-obama.html?_r=1&oref=slogin,Barack Obama’s Remarks in St. Paul,1.02025E+18,
politifact11294,http://beta.criticalmention.com/app/#clip/view?16261823/token/01fcf225-63fd-4230-87ff-f018e928e80f,Critical Mention,1.06069E+18,"Followers, Soldiers, Spiritual Walkers: DIFFERENT CHAPTER 16 WHEN? THE TIME IS NOW! Part 3 THE STATE OF THE UNION: https://t.co/XoPbLXleXO"
politifact5410,http://www.cdc.gov/nchs/data/nvsr/nvsr60/nvsr60_01.pdf,Centers for Disease Control and Prevention,1.02271E+18,"According to the Centers for Disease Control and Prevention, about one in every 100 babies has a congenital heart defect, and that figure is on the rise.

@MMcFaddenWNDU finds out what's causing the rise and how to spot it.

https://t.co/j8fAD2NQJQ"
politifact368,http://www.cnn.com/2008/POLITICS/02/21/debate.transcript/,The CNN Democratic presidential debate in Texas,6.65727E+17,Transcript: Read the Full Text of the Second Democratic Debate https://t.co/oBMisa35Hx
